BB 97 Enacting a curfew at Marie Fowler Park and Phillip J. Lucier Park,Primary,williamson
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,williamson
BB 108 Ordinance relating to City Recreation Facility in O'Fallon Park,Co-Sponsor,williamson
BB 160 Ordinance pertaining to mortgage foreclosure.,Co-Sponsor,williamson
BB 161 Ordinance pertaining to solicitation on highway entrance and exit ramps,Co-Sponsor,williamson
BB 205 Martin Luther Kink lighting public works,Co-Sponsor,williamson
BB 265 Rename 1500 Union to Bishop Lawrence M. Wooten Blvd.,Co-Sponsor,williamson
BB 283 Central West End Historic District,Co-Sponsor,williamson
BB 297 City Public Works Projects,Co-Sponsor,williamson
