BB 99 Collection of funds for prevention of domestic violence,Co-Sponsor,navarro
BB 115 Renaming Parkland Park to Frank Williamson Sr. Park,Co-Sponsor,navarro
BB 132 Establishing the Office of Community Mediation,Co-Sponsor,navarro
BB 207 Dissolution of the East Loop/Parkview Gardens Special Business District,Primary,navarro
BB 227 Lead  Hazard Reduction Demonstration Grant,Co-Sponsor,navarro
BB 233 Ordinance amending Civilian Oversight Board Bill,Co-Sponsor,navarro
BB 266 Redev Plan for 215 York,Primary,navarro
