BB 82 Red. plan for 3340 & 3344 Morganford,Primary,vollmer
BB 102 Designating Fourth Street between Market Street and Chestnut Street as Dred Scott Way@.,Co-Sponsor,vollmer
BB 167 Gateway Mall,Co-Sponsor,vollmer
BB 172 Rezoning 5133 Bischoff,Primary,vollmer
BB 173 Rezoning 3301 Sublett,Primary,vollmer
BB 301 Redev. plan for 5326-34 Daggett,Primary,vollmer
BB 315 Redevelopment plan for 2117 Lilly,Primary,vollmer
BB 316 Redevelopment plan for 2726-36 Sublett,Primary,vollmer
BB 317 Redevelopment plan for 5337 Daggett,Primary,vollmer
BB 403 Redev. plan for 5021 Fyler,Primary,vollmer
BB 404 Cyber Harassment,Co-Sponsor,vollmer
BB 431 Redev. plan for 5017-5025 Northrup,Primary,vollmer
BB 462 Redev. plan for 4958 Miani,Primary,vollmer
BB 487 Redev. plan for 5224 Daggett,Primary,vollmer
BB 488 Redev. plan for 5528-32 Southwest,Primary,vollmer
BB 493 Liquor moratorium in the 10th Ward,Primary,vollmer
