BB 58 Redev. plan for 1353 & 1357 Shawmut Place,Primary,boyd
BB 95 An ordinance pertaining to cruising,Primary,boyd
"BB 99 An ordinance approving a blighting study and redevelopment plan dated May 27, 2008 for the 5101 Farlin Ave.",Primary,boyd
BB 177 Vacation of Cockrill between Ella & Minerva,Primary,boyd
BB 226 Vacation of the east/west alley at MLK/Belt/Wells/Burd,Primary,boyd
BB 296 Air quality projects involving traffic signals,Co-Sponsor,boyd
BB 384 Non-emergency removal of vehicles,Primary,boyd
