"BB 9 An ordinance to revise Ordinance 70736, approved March 2, 2018, pertaining to the collection of administrative citation fines assessed by the Building Commissioner; containing a severability clause and an emergency clause.",Primary,ingrassia
"BB 26 enforcement of code violations related to buildings, structures and premises in the City; by amending Ordinance 70737, S",Primary,ingrassia
"BB 51 First Amendment to Redevelopment Agreement between The 	City and ROL Capital III, Inc",Primary,ingrassia
BB 53 2018 International Building Code,Co-Sponsor,ingrassia
BB 54 2018 International Residential Code,Co-Sponsor,ingrassia
BB 55 2018 International Fire Code,Co-Sponsor,ingrassia
"BB 56  2018 International Existing Building Code with amendments,",Co-Sponsor,ingrassia
BB 57 2018 International Property Maintenance Code with amendments;,Co-Sponsor,ingrassia
BB 58  2018 International Energy Conservation Code with amendments,Co-Sponsor,ingrassia
BB 59 Mechanical Code,Co-Sponsor,ingrassia
BB 60 2018 International Fuel Gas Code with amendments,Co-Sponsor,ingrassia
BB 61 2017 National Electrical Code with amendments;,Co-Sponsor,ingrassia
"BB 73 An ordinance pertaining to conveyances of 	title and the recording of such transfer with the Recorder of  Deeds; amending Section Three of Ordinance 56141, and 	Ordinance 65038",Co-Sponsor,ingrassia
BB 83 Redevelopment Plan for the 2528 Texas Ave.,Primary,ingrassia
BB 93 An Ordinance requiring a City-wide vote to approve any proposal aimed at or having the effect of privatizing the Lambert St. Louis International Airport (the “Airport”),Co-Sponsor,ingrassia
BB 96 An ordinance approving a Redevelopment Plan for the 2200-2218 Washington Ave. (,Primary,ingrassia
"BB 103 condemnation by the City of St. Louis to acquire a site consisting of about 97 acres in North St. Louis near the intersection of Jefferson and Cass Avenues which is owned in fee simple by LCRA Holdings Corporation (“LCRAH”), which site was chosen for",Co-Sponsor,ingrassia
"BB 123 An ordinance authorizing the sale of certain real property owned by the City of St. Louis and located in City Blocks 2007 and 2008 in the City of St. Louis and containing a severability clause. This ordinance, authorizing and directing the Mayor and",Primary,ingrassia
"BB 133 An ordinance (the “Ordinance”) recommended by the Board of Estimate and Apportionment of the City (the “Board of Estimate and Apportionment”) and the Board of Public Service of The City of St. Louis, Missouri (the “City”) authorizing the St. Louis Mu",Co-Sponsor,ingrassia
BB 140 Graduated Business License Tax,Co-Sponsor,ingrassia
"BB 150 An ordinance recommended by the Board of Public Service to conditionally vacate above surface, surface and sub-surface rights for vehicle, equestrian and pedes¬trian travel in the 10 foot wide north/south alley, the remaining portion of the 20 foot w",Primary,ingrassia
"BB 157 An ordinance approving a blighting study and redevelopment plan dated April 2, 2018 for the Chouteau Ave./ Jefferson Ave./ La Salle St./Missouri Ave./ Hickory St./ Mackay Place Redevelopment Area",Primary,ingrassia
BB 161 Lafayette Square Special Use District,Primary,ingrassia
BB 169 Opioid Crisis,Co-Sponsor,ingrassia
BB 180 Construction Public Funds Requirement,Co-Sponsor,ingrassia
BB 182 Undue Economic Hardship,Primary,ingrassia
BB 183 Short Term Residential Rentals,Primary,ingrassia
BB 188 Tower Grove East Neighborhood,Primary,ingrassia
BB 189 Lafayette Square Historic District,Primary,ingrassia
BB 203 Bike Share Fund,Primary,ingrassia
BB 208 Redevelopment Plan for 2647-2653 Locust,Primary,ingrassia
BB 212 Women Inmate Health,Primary,ingrassia
