BB 1 Budget FY 17/18,Primary,reed
BB 9 Ordinance requiring reporting on solitary confinement,Co-Sponsor,reed
BB 11 Community benefits agreement for tax incentivized real estate projects,Primary,reed
BB 93 Ordinance making supplemental appropriation to the Annual Budget,Primary,reed
BB 99 Collection of funds for prevention of domestic violence,Primary,reed
"BB 104 Zoning change for 4115 N. Broadway, 815-817 Angelica",Primary,reed
BB 113 Street name change S. Sgt. Ron Bozikis,Co-Sponsor,reed
BB 114 Bi Annual Conflict of Interest Policy,Primary,reed
BB 132 Establishing the Office of Community Mediation,Co-Sponsor,reed
BB 174 Supplemental appropriation to the Annual Budget,Primary,reed
BB 193 An ordinance pertaining to unlawful possession of marijuana,Primary,reed
BB 212 Sheriff Department pay bill,Primary,reed
BB 218 Ordinance regarding the regulation of bike sharing,Co-Sponsor,reed
BB 222 Ordinance establishing the Annual Public Safety Plan,Primary,reed
BB 233 Ordinance amending Civilian Oversight Board Bill,Co-Sponsor,reed
BB 234 Ordinance establishing Independent Investigations Unit,Co-Sponsor,reed
BB 243 Ordinance regarding public meetings calendar,Co-Sponsor,reed
BB 245 SLDC to complete an annual City Economic Growth Strategy Report,Primary,reed
BB 246 Additional sales tax and use tax established by Ord 7058,Co-Sponsor,reed
