u_id,address,ptype,rent,deposit,bed,bath,sqfeet,yearbuilt,pet,ceilingFan,furnished,fireplace,cablePaid,securitySystem,laundry,washer,dryer,heatstyle,dishwasher,stove,garbage,refrigerator,microwave,swimming,parking,fence,porch,smoking
4793471,"1814 Colony Creek Dr Austin, Travis County  78758",Apt,$819.00,$300.00,1,1,450,1972,Yes,Yes,No,No,No,No,Yes,No,No,Central,Yes,Yes,Yes,Yes,No,Yes,Unassigned,No,Balcony,No
4770932,"8806 Redfield Ln  Austin, Travis County  78758",Apt,$750.00,$150.00,1,1,650,N/A,Yes,No,No,No,No,No,Yes,No,No,Unknown,Yes,Yes,Yes,Yes,No,No,Unassigned,No,Not Known,Yes
4770229,"8806 Redfield Ln  Austin, Travis County  78758",Apt,$750.00,$150.00,1,1,650,N/A,Yes,No,No,No,No,No,Yes,No,No,Central,Yes,Yes,Yes,Yes,No,No,Unassigned,No,None,Yes
4769606,"8806 Redfield Ln  Austin, Travis County  78758",Apt,$750.00,$150.00,1,1,650,N/A,Yes,No,No,No,No,No,Yes,No,No,Central,Yes,Yes,Yes,Yes,No,No,Unassigned,No,None,Yes
4760441,"6103 Manor Rd  Austin, TRAVIS County  78723",Apt,"$1,150.00",$250.00,2,2,982,1973,Yes,Yes,No,No,No,No,Yes,No,No,Central,Yes,Yes,No,Yes,No,No,Unassigned,No,None,Yes
4760449,"2606 Wheless Ln  Austin, TRAVIS County  78723",Apt,"$1,100.00",$300.00,2,1,910,1972,Yes,Yes,No,No,No,No,Yes,No,No,Unknown,No,Yes,No,Yes,No,No,Unassigned,No,Not Known,Yes
4749796,"10910 N FM 620 Rd  Austin, Travis County  78726",Apt,$961.00,$200.00,1,1,725,2016,Yes,Yes,No,No,No,No,No,No,No,Central,Yes,Yes,Yes,Yes,Yes,Yes,Unassigned,No,Balcony,No
4425630,"1001 Collinwood West Dr  Austin, Travis County  78753",Apt,$900.00,$100.00,1,1,650,2001,Yes,No,Unknown,Unknown,No,No,No,Unknown,No,Unknown,Yes,Yes,Yes,Yes,No,Yes,Open,No,None,Yes
4736257,"1915 Wells Branch Pkwy  Austin, Travis County  78728",Apt,$790.00,$250.00,1,1,600,N/A,No,Yes,No,No,No,No,No,Yes,Yes,Central,Yes,Yes,Yes,Yes,Yes,Yes,Unassigned,No,Balcony,No
4654625,"12433 Dessau Rd  Austin, TRAVIS County  78754",Apt,$959.00,$200.00,2,1,969,2016,Yes,Yes,No,No,No,No,No,No,No,Central,Yes,Yes,Yes,Yes,Yes,Yes,Unassigned,No,None,No
4644685,"5800 Sweeney Cir  Austin, Travis County  78723",Apt,$750.00,$750.00,1,1,505,1984,No,Yes,No,No,No,No,No,No,No,Central,No,Yes,Yes,Yes,No,No,Unassigned,No,None,No
4600565,"10910 N FM 620 Austin, Travis County  78726",Apt,"$1,303.00",$350.00,3,2,1250,2016,Yes,Yes,No,No,No,No,No,No,No,Central,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,Not Known,No
4579597,"10910 N FM 620 Austin, Travis County  78726",Apt,"$1,147.00",$250.00,2,2,1013,2016,Yes,Yes,No,No,No,No,No,No,No,Central,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,No,Balcony,No
4048126,"2800 Collins Creek Dr Austin, Travis County  78741",Apt,$909.00,$250.00,2,2,950,2003,Yes,Yes,No,No,No,No,No,No,No,Boiler,Yes,Yes,Yes,Yes,No,Yes,1 - Carport,Yes,Balcony,No
