BB 1 Budget Fiscal Year 2018-2019; and containing an emergency clause.,Primary,reed
"BB 37 An ordinance pertaining to the authorization of a mutual aid agreement between the city of St. Louis and St. Clair County, Illinois, for St. Clair County, Illinois, law enforcement officer employees to provide law enforcement services and activities",Co-Sponsor,reed
"BB 64 An Ordinance pertaining to the Transit Sales Tax imposed pursuant to Section 94.660, RSMo., as adopted and approved by the voters of St. Louis City on August 2, 1994, pursuant to Ordinance 63168 creating the “City Public Transit Sales Tax Trust Fund”",Co-Sponsor,reed
"BB 65 Ordinance pertaining to the Transit Sales Tax imposed pursuant to Section 94.660, RSMo., creating the “City Public Transit Sales Tax Trust Fund”",Co-Sponsor,reed
"BB 72 An ordinance revising The Transparency in Government Law, Ordinance 69707 and Ordinance 70321,",Primary,reed
"BB 105 BB105 Introduced by Alderman Kennedy  An ordinance authorizing and directing the Mayor on behalf of the City of St. Louis, to submit all necessary applications and to enter into agreements with the Missouri Foundation for Health (Grant # 18-0136-OF-1",Co-Sponsor,reed
BB 109 Disconnected youth task force,Co-Sponsor,reed
"BB 132 An ordinance authorizing and directing the Director of the City of St. Louis Department of Health, Mayor of the City of St. Louis, and their authorized grantee official, on behalf of the City of St. Louis, to enter into and execute a Cooperative Agre",Co-Sponsor,reed
BB 153 An ordinance outlining the priorities of funding for any potential revenue derived from a possible lease of St. Louis Lambert International Airport (the “Airport”) as may be permitted by the FAA’s Airport Privatization Pilot Program (49 U.S.C. §47134,Primary,reed
BB 169 Opioid Crisis,Co-Sponsor,reed
BB 203 Bike Share Fund,Co-Sponsor,reed
BB 204 Amending Small Wireless Facilities,Co-Sponsor,reed
BB 220 Redevelopment Plan for 5467-5559 Delmar,Primary,reed
