BB 4 Redevelopment plan for 4403 Gibson,Primary,roddy
BB 8 Vacation of Wise between Kingshighway and Brother Thornton Way,Primary,roddy
BB 25 Amending 32 North Euclid TIF,Primary,roddy
BB 43 Redevelopment plan for 4227 Swan,Primary,roddy
BB 50 Ordinance to purchase 1212-18 & 1401 Central Industrial Drive,Primary,roddy
BB 51 Establishing 4101 Laclede Community Improvement District,Primary,roddy
BB 80 Zoning change for Laclede & Spring parcels,Primary,roddy
BB 107  CHAPTER	353,Co-Sponsor,roddy
"BB 110 Zoning Change 1315-39 S. Grand & 3632 Rutger, 3656 Hickory  and 1101 & 1121-27 S. Grand,1126 Motard",Primary,roddy
BB 121 Amending redevelopment plan for Chouteau/Sarah/Papin/,Primary,roddy
BB 128 Redevelopment plan for 4176 Manchester,Primary,roddy
"BB 129 Redevelopment plan for 4311, 15, 45 and 58 Hunt",Primary,roddy
BB 130 Redevelopment plan for 1211 Tower Grove,Primary,roddy
BB 131 Redevelopment plan for 4230 Chouteau and 4247 & 4335 Arco,Primary,roddy
BB 136 Block Grant Bill,Primary,roddy
BB 174 Ordinance determining TIF plans making satisfactory progress,Primary,roddy
BB 175 Redevelopment plan for 4398 Chouteau,Primary,roddy
BB 176 Redevelopment plan for 916-26 Talmage & 4307 Chouteau,Primary,roddy
BB 182 Ordinance to terminate Grand & Shenandoah TIF,Primary,roddy
BB 183 Ordinance to terminate LaSalle & N. Kingshighway TIF,Primary,roddy
BB 184 Ordinance terminating a Modesta Development Plan,Primary,roddy
BB 197 St. Louis Midtown Redevelopment Plan,Co-Sponsor,roddy
BB 198 Ordinance approving the use of TIF for City Foundry St. Louis,Primary,roddy
BB 199 Redevelopment agreement for City Foundry TIF,Primary,roddy
BB 207 vacation of Rutger from Grand westward,Primary,roddy
"BB 208 vacation of alley at LaSalle, Motard, Hickory & Spring",Primary,roddy
"BB 209 vacation of alley at Hickory, Grand, Rutger, Spring",Primary,roddy
BB 224 Vacation of Sublette from Wise southward,Primary,roddy
BB 232 Redevelopment plan for 1519 Tower Grove Avenue,Primary,roddy
BB 233 Redevelopment plan for 4101-4117 Manchester,Primary,roddy
BB 234 Redevelopment plan for 4140 & 4145 Park Ave.,Primary,roddy
BB 235 Redevelopment plan for 100 N. Kingshighway,Primary,roddy
"BB 263 vacation of alley at N. Market, 19th, Maiden Lane, 20th",Primary,roddy
"BB 263 vacation of alley at N. Market, 19th, Maiden Lane, 20th",Primary,roddy
BB 268 Chouteau - Newstead Parking District,Primary,roddy
BB 268 Chouteau - Newstead Parking District,Primary,roddy
BB 281 Cortex TIF Plan,Primary,roddy
BB 282 Cortex TIF Agreement,Primary,roddy
BB 283 Cortex TIF 3rd Supplemental Indenture,Primary,roddy
BB 284 Cortex TIF 4th Supplemental Indenture,Primary,roddy
BB 285 Armory TIF Plan,Primary,roddy
BB 286 Armory TIF Agreement,Primary,roddy
BB 289 Armory CID,Primary,roddy
BB 300 Kings Oak CID,Primary,roddy
