BB 93 An Ordinance requiring a City-wide vote to approve any proposal aimed at or having the effect of privatizing the Lambert St. Louis International Airport (the “Airport”),Co-Sponsor,arnowitz
"BB 100 directing the Director of the Department of Human Services, by and  through the St. Louis Area Agency on Aging, to accept a Grant  Award from St. Louis City Senior Services Fund",Primary,arnowitz
"BB 103 condemnation by the City of St. Louis to acquire a site consisting of about 97 acres in North St. Louis near the intersection of Jefferson and Cass Avenues which is owned in fee simple by LCRA Holdings Corporation (“LCRAH”), which site was chosen for",Co-Sponsor,arnowitz
"BB 117 An Ordinance authorizing and directing the Director of the Department of Human Services, by and   through the St. Louis Area Agency on Aging and on behalf of the City of St. Louis, to accept funding   from the Missouri Association of Area Agencies on",Primary,arnowitz
"BB 132 An ordinance authorizing and directing the Director of the City of St. Louis Department of Health, Mayor of the City of St. Louis, and their authorized grantee official, on behalf of the City of St. Louis, to enter into and execute a Cooperative Agre",Primary,arnowitz
BB 139 Office of Recorder Deeds' Salaries,Primary,arnowitz
BB 140 Graduated Business License Tax,Co-Sponsor,arnowitz
BB 167 Honorary Street Name for Estella Daly,Primary,arnowitz
BB 169 Opioid Crisis,Primary,arnowitz
BB 179 Two-Way stop site at Adkins & Poepping,Primary,arnowitz
BB 212 Women Inmate Health,Co-Sponsor,arnowitz
BB 233 Grant for Fall Prevention,Primary,arnowitz
BB 234 Missouri Alliance of Area Agencies on Aging,Primary,arnowitz
