BB 7 Ord. relating to complete streets policy,Co-Sponsor,vaccaro
BB 15 Ord. regarding responsible contractors,Co-Sponsor,vaccaro
BB 16 Redev. plan for Mardel,Primary,vaccaro
"BB 47 Redev. plan for 7078, 7082, 7085 Bancroft",Primary,vaccaro
BB 94 Ord. authorizing execution of a License Agreement between the City and City Hockey,Primary,vaccaro
BB 154 Redev. plan for 7004 Landsdowne,Primary,vaccaro
BB 168 Redev. plan for 3500 Watson,Primary,vaccaro
BB 194 Secondhand dealers,Co-Sponsor,vaccaro
BB 212 4-way stop at McCausland,Primary,vaccaro
BB 225 Earnings tax bill,Co-Sponsor,vaccaro
BB 240 Establishing Backstoppers Fund,Co-Sponsor,vaccaro
BB 241 Prohibiting outdoor advertising signs,Co-Sponsor,vaccaro
