BB 43 Public Works Bill,Co-Sponsor,williamson
BB 64 Closing Clemens east of Hamilton,Primary,williamson
BB 75 Ordinance pertaining to public works establishing apprenticeship training.,Co-Sponsor,williamson
BB 95 Quit claim for Cornerstone/St. Lukes Inc,Primary,williamson
BB 105 Registration fee for vacant buildings,Co-Sponsor,williamson
BB 207 Closing of Cabanne east of Union,Primary,williamson
BB 283 Ord. pertaining to bathhouses,Co-Sponsor,williamson
BB 284 Ord. pertaining to boarding houses.,Co-Sponsor,williamson
BB 285 Ord. pertaining to tatoo parlors,Co-Sponsor,williamson
BB 293 Ord. regarding boarding houses,Co-Sponsor,williamson
BB 301 Redevelopment plan for 5235 Page,Primary,williamson
BB 308 West End Center,Co-Sponsor,williamson
BB 330 Ordinance est. Public Trust Fund,Co-Sponsor,williamson
