"BB 6  City Whistleblower Law,",Primary,howard
"BB 21 An ordinance submitting to the qualified voters of the City, a proposal to revise Section 2 of Article VIII of the City Charter which requires City employees to reside within the boundaries of the City a",Primary,howard
"BB 72 An ordinance revising The Transparency in Government Law, Ordinance 69707 and Ordinance 70321,",Co-Sponsor,howard
"BB 73 An ordinance pertaining to conveyances of 	title and the recording of such transfer with the Recorder of  Deeds; amending Section Three of Ordinance 56141, and 	Ordinance 65038",Primary,howard
"BB 103 condemnation by the City of St. Louis to acquire a site consisting of about 97 acres in North St. Louis near the intersection of Jefferson and Cass Avenues which is owned in fee simple by LCRA Holdings Corporation (“LCRAH”), which site was chosen for",Co-Sponsor,howard
BB 111 Zoning of Property 5177 (5347-53 Nottingham Ave),Primary,howard
BB 163 Dog Bite,Primary,howard
BB 169 Opioid Crisis,Co-Sponsor,howard
BB 173 Small Wireless Facilities,Co-Sponsor,howard
"BB 174 An Ordinance establishing a stop site at the intersection of Ridgewood Avenue and Wilcox Avenue regulating all traffic traveling westbound on Wilcox Avenue at Ridgewood, and containing an emergency clause.",Primary,howard
BB 180 Construction Public Funds Requirement,Co-Sponsor,howard
BB 183 Short Term Residential Rentals,Co-Sponsor,howard
"BB 229 An Ordinance repealing Section One of Ordinance 48889, codified as Section 8.10.060 of the Revised Code of the City of St. Louis, pertaining to the payment and discount of a tax imposed on cigarette merchants, and enacting in lieu thereof a new Secti",Primary,howard
