BB 20 An ordinance approving a Redevelopment Plan for  3452 Oregon.,Primary,spencer
BB 22 An ordinance approving a Redevelopment Plan for 3429-3431 Ohio.,Primary,spencer
BB 35 An ordinance pertaining to campaign contribution limits;,Primary,spencer
BB 79  Redevelopment Plan for the 3437-3439 Iowa Ave.,Primary,spencer
BB 80 Redevelopment Plan for the 3211 Osage St.,Primary,spencer
BB 93 An Ordinance requiring a City-wide vote to approve any proposal aimed at or having the effect of privatizing the Lambert St. Louis International Airport (the “Airport”),Primary,spencer
"BB 116   An ordinance defining the term “honored guest” as the term is used in City of St. Louis Board of Aldermen Rules, as an individual, or their representative, who is being honored by the Board of Alder",Co-Sponsor,spencer
BB 118 An ordinance approving a Redevelopment Plan for the 3520-3522 Arkansas Ave. Area,Primary,spencer
"BB 126 An ordinance approving a Redevelopment Plan for the 3521, 3526, 3527, and 3534 Oregon Ave.",Primary,spencer
"BB 131 An ordinance approving a Redevelopment Plan for the 3107 Meramec St. (""Area"")",Primary,spencer
"BB 132 An ordinance authorizing and directing the Director of the City of St. Louis Department of Health, Mayor of the City of St. Louis, and their authorized grantee official, on behalf of the City of St. Louis, to enter into and execute a Cooperative Agre",Co-Sponsor,spencer
BB 140 Graduated Business License Tax,Primary,spencer
BB 168 An ordinance approving a Redevelopment Plan for the 3555-3559 California Ave.,Primary,spencer
BB 209 Redevelopment Plan for 3535 Michigan,Primary,spencer
BB 212 Women Inmate Health,Co-Sponsor,spencer
