BB 35 Zoning change for 1520-1524 E. College,Primary,flowers
BB 49 Redevelopment plan for College Hill Nazareth Homes,Primary,flowers
BB 70 Proctor and Gamble easement,Primary,flowers
BB 180 Redev. plan for 1600-1716 & 1601-07 N. Broadway,Primary,flowers
BB 196 Public Works Project for North Broadway,Primary,flowers
BB 242 Amending the Taylor Carrie TIF,Primary,flowers
BB 243 Carrie Ave. TIF approv. ordinance,Primary,flowers
BB 244 Carrie Ave. TIF authorizing ordinance,Primary,flowers
BB 245 Carrie Ave. TIF Note,Primary,flowers
BB 273 MSD Easement,Primary,flowers
"BB 288 Vacation of the alley at Second, Mound and Mullanphy",Co-Sponsor,flowers
BB 294 Redevelopment plan for 209 E. Grand,Primary,flowers
BB 300 Water Systems Improvement Funding,Primary,flowers
BB 314 Estab. Carrie CID,Primary,flowers
