BB 2 Ord. pertaining to Public Art,Co-Sponsor,moore
BB 7 Ord. relating to complete streets policy,Co-Sponsor,moore
BB 26 Redev. plan for N. Newstead/ Evans/ Lexington,Primary,moore
BB 38 Lease between the City and W.A.T. Dignity Corp,Primary,moore
BB 59 Redev. plan for 4319 Ashland,Primary,moore
BB 59 Redev. plan for 4319 Ashland,Primary,moore
BB 79 Personal motor vehicles for officials,Co-Sponsor,moore
BB 82 Redev. plan for 4457-73 Evans,Primary,moore
BB 141 Redev. plan for 2627-29 Bell Glade,Primary,moore
BB 196 Renaming 4400 block of Kennerly as Peggy Ryan Way,Primary,moore
BB 197 Renaming 4300 block of St. Ferdinand as Joseph Clark Sr. Way,Primary,moore
BB 198 Renaming the 1800 block of Cora to OL Shelton Way,Primary,moore
BB 199 renaming the 4500 block of Cote Brilliante to Clifford Wilson Sr. Way,Primary,moore
"BB 200 Renaming 3000 Whittier as ""Chuck Berry Way""",Primary,moore
"BB 201 Renaming 4000 Maffitt ""Mike Mitchell Way""",Primary,moore
"BB 202 Renaming 4000 St. Louis Av. ""Bertha Mitchell Way""",Primary,moore
"BB 203 Renaming 4400 N. Market St. ""Cornell Nelly Haynes""",Primary,moore
BB 215 Renaming 4800 block of St. Louis Av. as Rev Al Mansone Way,Primary,moore
BB 216 Renaming 2900 Marcus as Rev. William G. Gillespy Way,Primary,moore
BB 225 Earnings tax bill,Co-Sponsor,moore
