BB 23 Redevelopment plan for 3531-3537 S. Kingshighway,Primary,vollmer
"BB 24 Redevelopment plan for 5921 Southwest, 4405 Fyler, 3279-3283 Alfred",Primary,vollmer
BB 44 Southwest Columbia Bridge,Co-Sponsor,vollmer
BB 120 Northeast Hampton/I-44 Special Allocation Fund TIF Agreement,Primary,vollmer
BB 120 Northeast Hampton/I-44 Special Allocation Fund TIF Agreement,Primary,vollmer
BB 121 Northeast Hampton/I-44 Special Allocation Fund TIF  Plan,Primary,vollmer
BB 121 Northeast Hampton/I-44 Special Allocation Fund TIF  Plan,Primary,vollmer
BB 132 Redevelopment plan for 5213-5215 Bischoff,Primary,vollmer
BB 176 Soldiers Memorial Agreement,Co-Sponsor,vollmer
BB 190 Prohibiting liquor in the 10th Ward,Primary,vollmer
BB 202 Lease of 5151 Northrup Avenue,Primary,vollmer
BB 222 Redevelopment plan for 4339 Juniata,Primary,vollmer
BB 223 Redevelopment plan for 4418-4420 Connecticut,Primary,vollmer
BB 224 Redevelopment plan for 2733 January,Primary,vollmer
BB 265 Earnings Tax,Co-Sponsor,vollmer
BB 276 Redevelopment plan for 2123 Marconi,Primary,vollmer
