BB 2 Ord. pertaining to Public Art,Co-Sponsor,williamson
BB 7 Ord. relating to complete streets policy,Co-Sponsor,williamson
"BB 76 Renaming 5600 Page ""Rev. Herman Gore Sr.""",Primary,williamson
"BB 77 Renaming Temple Ave. ""Rev. Herman Gore Jr.""",Primary,williamson
"BB 78 Renaming 5500 Cates ""Virvus Jones Way""",Primary,williamson
BB 150 Zoning change for 5274-76 and 5280-84 Page,Primary,williamson
BB 225 Earnings tax bill,Co-Sponsor,williamson
BB 240 Establishing Backstoppers Fund,Co-Sponsor,williamson
BB 257 Redev. plan for 956 Hamilton,Primary,williamson
